text	label
1. It may be due to the fact that we have been so long a land of immigration. 2. It may be due to the fact that we have been so long a land of immigration. 3. It may be due to the fact that we have been so long a land of immigration. 4. It may be due to the fact that we have been so long a land	1
but rather that its results ought to surpass those of others, especially in the formation of character	0
113	1
Hence it is not surprising that the writer has seen today for the first time a newspaper clipping in which she is quoted as an authority in settling a dispute of which she has never heard.	0
1855, and that the charter was granted by the legislature of the State of Indiana. 1855, and that the charter was granted by the legislature of the State of Indiana. 1855, and that the charter was granted by the legislature of the State of Indiana. 1855, and that the charter was granted by the legislature of the State	1
so that by practicing a wise economy in nerve and brain power we may realize a sustained efficiency	0
but it is certain that the teacher who has been overworked is not in a condition to do his best work.  1	1
though composed and reserved so far as gestures and bodily movements are concerned, yet sin grievously against decorum and gravity in their unfortunate habit of facial contortion	0
822 "Shame itself!" hissed Lady Macbeth in the ear of her troubled and vision-seeing spouse. "Why do you make such faces?" Has not the query a definite and pertinent application to many teachers who, if they are not themselves so much at fault, are at least	1
though in its wild state it	0
but it is not so easily found in the wild. 115 116 SOME AMERICAN MEDICAL BOTANISTS. 117 118 119	1
but he continued exchanging specimens and seeds with European confrères	0
but it was not until he was fifty years old that he began to enjoy the pleasures of travel.  108	1
for frequent mention is made of a certain Polly Howell and a Sally Samson, the latter "behaving for three evenings, especially the last, in a most engaging manner."	0
1802, when he was twenty-eight years old, he married Miss Elizabeth Haines, daughter of John Haines, a wealthy farmer of Londongrove, Pennsylvania. 1802, when he was twenty-eight years old, he married Miss Elizabeth Haines, daughter of John	1
So with renewed energy it was searched for through the mountains, but always without success.	0
1825, he wrote to Dr. John Bachman, of Charleston, S. C., saying that he had found the plant growing in the woods near his home. 1826, he wrote to Dr. Bachman again, saying that he had found it growing in the	1
But the search for remedies was keen in days when malaria and dysentery ravaged whole towns and paralyzed industry.	0
1785, Dr. Benjamin Rush, of Philadelphia, publishes his "Medical Inquiries and Observations," in which he describes the effects of the Seneca snakeroot as a remedy for pleurisy. 1786, Dr. John Mitchell, of Richmond, Virginia,	1
if no painful complications arise, until the patient is cured	0
34 The writer has discovered that no matter what the amount the patient declares he is taking, he can begin with less than fifty grains per week with the assurance that his patient will not suffer. This amount is steadily reduced each week until the patient is free from all desire for the drug. 3	1
but this question at stake involves that which they won't consider as anything but weak, and that is the heart element	0
11 but there is a tension between the two. 12 The tension between the two is that the lawmakers may not fully understand the complexities of addiction and its impact on individuals and families. 13 This gap in understanding can hinder effective solutions. 14  This passage reflects the	1
for if this happens, the work of months is undone and the poor victim is drawn back to his old habits by his loss of self control	0
37 It is then that the law should step in and the State provide the ways and means to permanent recovery. 38 39 It is then that the law should step in and the State provide the ways and means to permanent recovery. 39 It is then that the	1
for if the warden could not arrest a man personally until he was certain that he had in his possession trout less than six inches long it would practically nullify the law, for anyone breaking the law will naturally conceal his offense	0
1. That the person is in the act of committing a violation of the law. 2. That the person is about to commit a violation of the law. 3. That the person has committed a violation of the law. 4. That the person has committed a violation of the law, and that the evidence of the same is in his possession. 5. That the person has committed a violation of the law, and that the evidence of the same is in his possession, and	1
though it is enough if the party arresting touch the other, "even with the end of his finger."	0
1. as when a man is seized by the collar and told to come along with him. 2. as when a man is seized by the collar and told to come along with him. 3. as when a man is seized by the collar and told to come along with him	1
But with the growing demand for more stringent enactments for the preservation of game and the increasing complexity of statutes for this purpose it was found no longer practicable to include the burden of enforcing them among the duties devolving upon general officers, and their enforcement has consequently been intrusted to special officials, usually called game wardens.	0
1870, the number of game warden districts in the United States had increased to 350, and the number of game wardens to 450. 1870, the number of game warden districts in the United States had increased to 350, and the number of game wardens to 450. 1870, the number of game warden districts in the United States had increased to 350, and the number of game wardens to 450. 1870, the	1
Thus when the selling of adulterated milk is made a crime, ignorance that the milk sold is below the standard fixed by law is no defense.	0
1. It is not necessary that the person doing the prohibited act should know that he is doing something which is against the law. 2. It is not necessary that he should know that the act is wrong. 3. It is not necessary that he should know that the act is prohibited.	1
but usually the warden is inclined to overestimate this obstacle	0
it is the fate of all wardens, and the really clever ones are only stirred to increased efforts by this difficulty. 124. THE WARDEN'S GENERAL MOVEMENTS. 125. Quite often we hear a warden complain that the regular violators in his territory	1
so that his master was able to seize the game and apprehend the culprits	0
104 THE GAME WARDEN'S WORK. 105 and the warden was able to prove that the birds had been stolen from the market. 106. 1	1
if he finds the doors or windows open and no one to answer his knock, he may enter	0
1. If the warden is satisfied that the meat is not being removed from the premises, he may enter the place without a search warrant. 2. If the warden is satisfied that the meat is not being removed from the premises, he may enter the place without a search warrant	1
'Twas jealousy.	0
150 He was jealous, and that was all. 151 He had seen her	1
So the feast broke up.	0
	1
though I restrained many things	0
but I did not think it right to say anything about the circumstances which had led to the receipt of	1
if the landlord had his rights it's on the parish John'd be years ago	0
I'll be as poor as a church mouse, and have nothin' to eat but what I can get out of the hedge.  [p. 354]  [p	1
provided that punishment does not take the form of the acquisition of territory by any non-American Power.'"	0
1895, that the United States would not recognize any claim of European Powers to intervene in the internal affairs of the Republics of America, except in cases where the Monroe Doctrine was invoked	1
but wherever there are women and luxury there will French trade flourish, and further, in machinery of many kinds France, if equalled by any other nation for excellence, is equalled by England alone	0
but it is not so easy to see how she can become a great power in the world's commerce.  137	1
for in the wars which these Indians had with those of the kingdoms of Peru they took it, and from it is called the River of Plate, of which the country hath taken the name."	0
1. because the Spaniards were jealous of the Portuguese, and would not suffer them to trade with the Indians. 2. because the Spaniards were jealous of the Portuguese, and would not suffer them to trade with the Indians. 3. because the Spaniards were jealous of the Portuguese, and would not suffer them to trade with the Indians. 4. because the Spaniards were jealous	1
But if the religious indifference spreads downwards, Argentina, like France, may see her population dwindle, and her army decay, and may be prevented from taking a high position among world Powers.	0
100,000 Catholics are not in communion with Rome. [The missing sentence describes a tension between the number of Catholics in Argentina and the number who are not in communion with Rome.] 100,000 Catholics are not in communion with Rome. [The missing sentence describes a tension between the number of Catholics in Argentina and the number who are not in communion with Rome	1
Cavendish, therefore, named the deserted settlement the Town of Famine, and it retains the name of Port Famine to this day."	0
1592, the Englishman, William Keeling, found the place deserted. 1594, the Spaniard, Juan de Solis, found it uninhabited. 1600, the Dutchman, Cornelius Houtman, found it uninhabited	1
though the rain does not fall in sufficient quantity	0
but the heat is excessive during the summer months.  139	1
so that the nation's sons may find a new path of life, and the navy a fresh source from which to draw sailors in case of an emergency."	0
100,000 tons. There is, however, a College for training officers, and also engineers and stokers for the mercantile marine, and there is a Pilot School, and various measures show that the authorities are alive to the importance of the question. In his last Message to Congress the President said: "One of the principal reasons for granting privileges to ships flying the Argentine	1
but we shall lose the whole meaning of this celebration-we shall fail completely to learn its lesson-if we give ourselves up to the contemplation of our past and the glorification of ourselves	0
but it is equally natural that we should be reminded of the fact that the same principles which have made us great have also made us rich, and that the same principles which have made us free have also made us prosperous.	1
though this in one instance may be the instrument of good, it is the customary weapon by which free governments are destroyed."	0
If, indeed, there be such a power, it must be found in the clause which declares that all powers not delegated to the United States, nor prohibited to the States, are reserved to the States respectively, or to the people."	1
It is because the Republican party owes its power, in large part at least, to the support of the manufacturers, and depends for the sinews of war on the “fat fried out of" them, to use the phrase of one who was high in the party councils.	0
The politicians and the protected interests have formed an unhallowed partnership, to which the manufacturers have contributed cash in the guise of campaign contributions and the politicians have contributed time and speeches.  The politicians and the protected interests have formed an unhallowed partnership, to which the manufacturers have contributed cash in the guise of campaign contributions and the politicians have contributed time and speeches.  The politicians and the protected interests have formed an unhallowed partnership, to which the manufacturers have contributed cash in the guise of campaign contributions and the	1
But, as we meet to commemorate their acts, it becomes us to inquire how their work is faring in our hands, how we are preserving and maintaining the heritage of principle which they handed down to us.	0
1632-1832, the period of the Revolution, the period of the Constitution, the period of the Civil War, the period of reconstruction, the period of the present industrial development. 1632-1832, the period of the Revolution, the period of the Constitution, the period of the Civil War, the period of reconstruction, the period of	1
It must be construed, therefore, in subordination to it; and cannot supercede or interfere with any other of its fundamental provisions.	0
1. It would be absurd to suppose that the framers of the Constitution intended to give the power to destroy the Constitution itself. 2. It would be absurd to suppose that the framers of the Constitution intended to give the power to destroy the Constitution itself. 3. It would be absurd to suppose that the framers of the Constitution intended to give the power to destroy the Constitution itself.	1
because law sinks into being merely the will of an arbitrary ruler or a selfish class, and ceases to be the will of the whole community	0
without law there is no true liberty. 105 106 Moorfield Storey.  11	1
so that no legislation on burning questions was possible	0
and yet the country has gone on prosperously.	1
if we look nearer home, must we assume that Senators Platt and Depew represent the character and purpose of New York	0
1896, was he not the nominee of the Democratic party?  112	1
but sad at heart you will always find him	0
but the fear of death is on his meeting with her.  140	1
because of the manhood he did possess	0
15 and Other Essays for he was a man who had to live in a world that was	1
Englishmen were therefore jealous of any favor shown to their commercial rivals.	0
118 THE POET'S POET. The Dutchman was a traitor, and the Englishman a spy. 119.  THE POET'S POET. 1	1
though to leave is like tearing out his living heart, and turns gray face toward an unknown land,such sacrifice renews the courage of us all	0
beyond the pale of the law. 135 136 THE POET'S POET.  1	1
But conscience spake on.	0
1. It was a hard thing to do. 2. It was a hard thing to do	1
Another chief cause of William's unpopularity was his partiality to his own countrymen.	0
164. He was a man of great personal charm, and he knew how to use it. 165. He was a man of great personal charm, and he knew how to	1
The result of this is a compromise: the compromise is called Thaw.	0
It is the normal condition in New England.  The climate is not only temperate, but it is also variable.  The extremes of heat and cold are so great that the thermometer may range from 90° to 20° in a single day.  The temperature of the air	1
Nevertheless, I said to myself, "You'd better keep a cool head, my boy, or you are in for a night of it.	0
100 miles from the nearest settlement, and with no chance of getting help. [missing sentence describing a tension or contrast] Better listen to science than to spunk." 129. "I'll try it," said I. 130. "I'll try it,"	1
for, apart from the comfort that a fire would give, it is necessary, at night, to keep off the wild beasts	0
124 THE WILDERNESS. [missing clause describing a cause or reason] I had been so long in the woods, and had seen so much of the wilderness, that I was beginning to think it was all the same. 125 THE WILDERNESS. 1	1
but it is truth to say I enjoyed every step of it	0
I was safe; I knew where I was; and I could have walked till morning.  But I was alone, and I was in the wilderness.  I was not afraid, but I was	1
so that the footing could not be determined, and at short intervals we nearly went out of sight in holes under the treacherous carpeting	0
and so slippery that we were compelled to crawl on hands and knees.  132	1
though without that keen feeling of exhilarating flight that she had in the morning	0
but she could not keep it up much longer.  Warner, C. D. (Charles Dudley) (1829-1900). In the Wilderness, With a Biographical	1
if the guide swears he caught them Saturday night	0
provided the guide has not killed them for the purpose of eating. 123. 1	1
for I could not understand them	0
1903, I had been in the United States for three years. 1904, I was going back to China. 1905, I was going to stay	1
but he rarely talked with anybody	0
1000 miles from home. 1000 miles from home. 1000 miles from home. 1000 miles from home. 1000	1
So I transacted business with him in Wusih dialect.	0
1. It is not so much the fact that he had been in Shanghai for some time, but that he had been in China for some time. 2. It is not so much the fact	1
The Sultan, in consequence of all these reverses, was obliged to yield, and peace was at last established by the Treaty of Adrianople of the 14th September, 1829.	0
1875. The Russians were now masters of the whole of Asia Minor.	1
if he would not risk the loss of the hard-won earnings of the whole year	0
100 miles from the nearest human habitation. 100 miles from the nearest human habitation. 100 miles from the nearest human habitation. 100 miles	1
but are strongly mixed with Finnish and Mongolian elements	0
but are rather of Mongolian descent.  Wahl, O. W. (1875	1
owing to which, on the 6th July, the Persians lost the battle of Nakhitshevan, on the 7th the fortress of Abbas Adad, and soon after the battle of Abaran	0
136 and the Persians were compelled to evacuate the country.  149	1
It is said, however, that many of them have since come back.	0
16,500 is the number of the whole population of the Crimea, and 80,000 the number of the Crimean Tartars. 16,50	1
though disastrous to their arms, as a natural and necessary phase of their political development	0
236 and the feeling of national pride was not lessened by the success of the English arms. 237 The writer is a man of his time, and he is writing in	1
The cause of this indifference is the absence of landed property amongst the peasants.	0
1. The Russian cares little for his parental hearth, or for the parish soil he helps to cultivate. 2. In their villages the Russians feel themselves intimately bound only to their families, their neighbours, to the parish, or to individuals, but not to the ground or the place they inhabit	1
so our mind, when it thinks and wills according to its innermost conscience, shows us the true Way	0
164	1
But the toleration of various religions and the many attemps at compromise have been characteristic of the whole history.	0
126. The fact that the Shinto religion was not recognized as a national religion, and that it was not officially protected, was a source of great disappointment to the Shinto priests. 127. The Shinto priests were not satisfied with the position which they occupied in the social	1
Thus we see in the mythology a certain cycle of the oppositions of the two struggling principles or powers.	0
1000 years ago, the Japanese had no conception of the existence of the soul. 1000 years ago, the Japanese had no conception of the existence of the soul.	1
So she mounted her motor-cycle and went off, intending to let Headquarters see how very unpleasant she could make herself when they would not attend to her wishes.	0
154 "Oh, I know, I know," she said, with a sigh. 155 "It's just because I'm so tired, and so worried, and so anxious. 156 I suppose I ought to be glad that I've got a chance of doing	1
But she was not by any means out of the wood, for not a quarter of a mile further her groping sight revealed another black mass, this time so big that it was visible without the aid of a shell-burst.	0
102	1
But the unnaturalized alien was still, for industrial purposes, as free as the citizen, and had the protection of law.	0
10,000 of these were probably foreigners, and 10,000 were probably the children of foreigners. 10,000 of them were probably foreigners,	1
because his persons are still so near to the symbolic, they have so little character and psychology of their own, that they do not mind serving as mouthpieces	0
because he has no other means of making his chorus speak.  13	1
although in the detail of historical development it started at a different point from the modern	0
163 164 THUCYDIDES MYTHI- TORICUS but it was not the same kind of phase. 165 The Greek drama, while it	1
Thucydides is not moralizing, or actuated by malignity.	0
136 He really saw an agency called Fortune at work; for he had no general conception of natural law to exclude such an agency. 137. 138. 1	1
if the Peloponnesians had been more energetic	0
3. If they had been willing to take the risk. 4. Thucydides,	1
But this was the exception and not the rule; hence the position we take, that mining in Socorro county dates from the close of 1882.	0
1885, however, has been a disastrous year for the mines. 1885, however, has been a disastrous year for the mines. 1885, however, has been a disastrous year for the mines. 1885, however, has been	1
if sought before the disease has made too much progress	0
but where the patient has been long confined to bed, and the disease has become chronic.  1	1
Thus Albuquerque Academy was opened in the fall of 1879, with a principal and one assistant.	0
1885. 237. The result has been that the school has rapidly increased in numbers and importance. 1885. 238. The present number of pupils is over two hundred. 1885. 239. The school is now in a flourishing condition, and is regarded as one of the best in the Territory. 1	1
so that it is not likely that it will ever pay again to work these deposits for turquoise	0
103 104 Aztlan. 105 and the value of the turquoise is correspondingly diminished. 106 The passage is written in a descriptive, informative	1
but this is not certain, and indeed the exact interpretation of this part of the curve is especially difficult	0
154 it is not impossible that the ventricle may remain contracted for a short time after the contents have been expelled. 155. The ventricle, then, is emptied	1
In speaking therefore of the work which can be done by a muscle, we may use as a standard a cubic unit of bulk, or, the specific gravity of the muscle being the same, a unit of weight.	0
1. It follows that the work done by a muscle depends upon the size of the muscle. 2. It follows that the work done by a muscle depends upon the size of the muscle. 3. It follows that the work done by a muscle depends upon the size of the muscle. 4. It follows that the work done by a muscle depends upon the size of the muscle.	1
for it is stated to have been observed when the whole length of the nerve including the superior cervical ganglion had been removed	0
but rather to the action of the blood-vessels themselves, which have become more sensitive to external influences.  27	1
so that a considerable portion of the whole blood ebbs and flows, so to speak, according to circumstances from skin to viscera and from viscera to skin	0
1. The blood is thus kept at a more constant temperature than would otherwise be the case. 2. The blood is thus kept at a more constant temperature than would otherwise be the case. 3. The blood is thus kept at a more constant temperature than would otherwise be the case	1
There are reasons however for thinking that these muscle currents have no such fundamental origin, that they are in fact of surface and indeed of artificial origin.	0
1. It is not necessary to suppose that the muscle is made up of such particles, but it is convenient to do so, and the theory is useful in explaining the phenomena of contraction. 2. It is not necessary to suppose that the muscle is made up of such particles, but it is	1
though there can be little doubt that the latter is dependent on the former	0
1. It is probable that the physical electrotonic current is not always present, even when the physiological electrotonic current is. 2. It is probable that the physical electrotonic current	1
if the interrupted current we get a tetanus	0
124. If the muscle is already contracted, the effect of the stimulus is to increase the	1
The real cause of the flow is the ventricular stroke, and this is sufficient to drive the blood from the left ventricle to the right auricle, even when every muscle of the body is at rest and breathing is for a while stopped, when therefore all the helps we are speaking of are wanting.	0
1. The real cause of the circulation is the pressure of the blood upon the walls of the arteries. 2. The real cause of the circulation is the pressure of the blood upon the walls of the arteries. 3. The real cause of the circulation is the pressure of the blood upon the walls of the arteries. 4. The real cause of the circulation is the pressure of the blood upon the walls of the arteries. 5. The real cause of the circulation is the pressure of the blood upon the walls of the arteries. 6. The real cause of the circulation is the	1
so that eventually every revelation made in Greek came with wings	0
and the world was taught by them.  Wright, Ancient Cities From the Dawn to the Daylight (1886) 134.  Wright, Ancient Cities From the Dawn to	1
for the seeing eye, the hearing ear, are the foundation of greatness	0
1000 years before the Christian era.  Wright, William Burnet (1886). Ancient Cities From the Dawn to the Daylight. New York: Charles Scribner's	1
This year is taken because it is the first in which the report of the selectmen is found to have been printed.	0
4 The increase in the number of paupers is due to the fact that the poor have been driven out of their homes by the high rents. 5 The increase in the number of paupers is also due to the fact that the poor have been driven out of their homes by the high	1
They have, however, been paid for by credits upon the account between the town and the State almshouse, and have cost the town less there than they would have cost here.	0
256 We do not mean to say that the town is not entitled to receive them back.	1
Therefore the said third part was ordered to be taken into the King's hand, and they were to be summoned to be there at the next court, to wit, on Tuesday next after Michaelmas.	0
14	1
However, probably owing to the lack of means, they failed to furnish the "Tomes," and ten years later they are presented again in consequence.	0
1 replye. [missing sentence revising an implied expectation] The parish clerk was also in trouble for not having the necessary books. 1 replye. [missing sentence revising an implied expectation] 1 replye. [missing sentence revising an implied expectation] 1 replye. [missing sentence revising an implied expectation] 1 replye. [missing sentence revising an	1
But calm your fears, little creature, I will keep you from all harm.	0
104 Rabbit I can't help it, King. I'm so frightened. [p. 105] King I know, gentle Rabbit. [p. 105]	1
if the farmer came along and found you and Robin eating worms and grasshoppers	0
If you are not too lazy to work.  139	1
though Moynihan has made a correct diagnosis of pancreatic calculus	0
100 cases of gall-stones have been reported to be associated with cancer of the gall-bladder. 100 cases of gall-stones have been reported to be associated with cancer of	1
These dogs, therefore, having tachycardia, temperature curve, loss in weight and muscular strength, an increased appetite and thirst, gave a good picture of Graves' disease.	0
1. It is probable that the thyroid gland is the seat of the disturbance in Graves' disease. 2. The condition of the thyroid gland is probably the cause of the other symptoms. 3. The condition of the thyroid gland is probably the cause of the other symptoms. 4. The condition of the thyroid gland is probably the cause of the other symptoms. 5. The condition of	1
Yet this man brought to the world the best message ever brought to the world since Bethlehem, of love and hope and reverence for God and man.	0
1822, he had been made a baronet, and was living in a house of his own, at the head of a family, and surrounded by friends. 1822, he had been made a baronet, and was living in a house of his own, at	1
but I cannot help thinking that, on that occasion at least, the carnal mind comprehended the things that be of the spirit	0
1822, when he wrote his poem, "Tam o' Shanter," he had not seen the dance. 1822, when he wrote his poem, "Tam o' Shanter," he had not seen the dance. 1822, when he wrote	1
unless he have in his native language a fit instrument	0
100 years ago, when the world was still young, and the human race was still in its infancy. 100 years ago, when the world was still young, and the human	1
And therefore under the statute a man cannot be compelled to contribute to the maintenance of his wife's mother, or his wife's child by a former husband, or her illegitimate child-after the wife's death, or after such child has attained the age of sixteen; or of his son's wife or widow; or of his own brother, a brother not being mentioned in the statute.	0
It follows that the Act does not apply to cases where the father has never acknowledged his child, or where the mother has never acknowledged her husband.  This is a very important point.  It is also a very common case.  In such cases the father and mother are not bound to support their children.  The children have no legal claim upon them.  They can only obtain support by voluntary agreement.  If they cannot get it, they must go to the parish.  If the parish refuse to take them, they must go to the county.  If the county refuse to take them, they must go to the Poor Law Board.  If the Poor Law Board refuse to take them	1
But what about the large numbers who are thus left unemployed?	0
1. It is not a question of whether the employer can afford to pay a certain sum, but whether he can afford to employ a girl at all. 2. It is not a question of	1
for example, it will appear black or a brownish-black under an ordinary mercury arc	0
1. the red rays are more intense under daylight than under tungsten light; 2. the blue rays are more intense under tungsten light than under daylight.  9	1
However, in many cases it is necessary to have a certain illumination intensity on the floor or on an imaginary plane somewhat above it.	0
254 By choosing the proper lighting equipment the desired general effect may be obtained and by computation the required luminous output of each unit may be determined.  260	1
however, this is a handicap in lighting which could be removed by considering lighting and decoration jointly	0
it is not necessary to change the decorations.  139	1
Consistently therefore it is appropriately the flag of surrender and of truce.	0
1. It is the color of mourning and sorrow. 2. It is the color of death. 3. It is the color of night. 4. It is the color of darkness. 5. It is the color of despair. 6. It is the color of glo	1
unless such a classification be applied to the distribution of light as a whole	0
Cove-lighting in which the light-sources are concealed behind a projecting moulding or cornice would be correctly classified as indirect lighting and there appears to be no reason why the direct-indirect terminology could not be applied to the distribution of light by the lighting system as a whole as determined at any point	1
although simple combinations of accessories and of multiple circuits are sources of this most appealing feature of lighting	0
100 per cent. of the time. 100 per cent. of the time. 100 per cent. of the time. 100 per cent. of	1
so far as the visual sense is concerned, consists of more than an arrangement or sequence of varied colors and brightnesses	0
will be appreciated without the aid of these two kinds of sensations.  1	1
These become negligible because they contain but a small portion of the original incident light.	0
1. The cause of this is that the light which is reflected at the first surface is partially transmitted through the glass and is then reflected at the second surface. 2. The cause of this is	1
although more than one candidate may be voted for if the majority agrees to it	0
but in the republican convention each delegate casts his own vote. 430. Platform. The platform is adopted by the convention. It is a statement of the principles which the party stands for,	1
if the decision had been left to the four states above named	0
12,939 less than he received. 12,939 less than he received. 12,939 less than he received. 12,9	1
Because sugar dissolves readily, small quantities of it are easily digested; but if more than a little is taken at once, some of it is likely to ferment in the stomach, causing distress, and interfering with the digestion of other foods.	0
1. It is a food which is easily digested and assimilated. 2. It is a food which is easily digested and assimilated. 3. It is a food which is easily digested and assimilated. 4. It is a food which is easily digested and assimilated. 5. It is a food which is easily digested and assimilated.	1
So much juice must mean that the apple is full of water.	0
1. It is the starch which makes the apple hard. 2. If you have not done so, try it now. 3. It is the starch which makes the apple hard.	1
for he will not be kept well who eateth his bread as dough	0
223. Remember thy bread and bake it well, for it is the staff of life. 224. Yeast is a living organism, and must be treated as such	1
Hence the gossypol remains in the press cake.	0
1. It is evident that the gossypol is extracted from the glands by the oil during the process of grinding and heating. 2. It is evident that the gossypol is	1
for the latter substance forms an addition compound under similar conditions.)	0
1. This is due to the fact that the fluoride is more stable than the chloride. 2. This is due to the fact that the fluoride is less stable than the chloride. 3	1
if the usual method of powdering the substance and heating it slowly is employed	0
4,5-Diiodophthalanil is not soluble in alcohol, ether, chloroform, benzene, carbon disulphide, or glacial acetic acid. 4	1
however, there can be no question that true equilibrium was established, since it was approached several times from higher as well as from lower temperatures with identical results	0
100 per cent. conversion of the carbon monoxide into carbon dioxide was not attained. 100 per cent. conversion of the carbon monoxide into carbon dioxide was not attained. 100 per cent. conversion of the carbon monoxide into carbon dioxide was not attained	1
even though the time allowed for the attainment of equilibrium was 3 months	0
1.50 and 0.30 molal. 1.50 and 0.30 molal. 1.50 and 0.30 molal	1
The fused nitrate, however, has the disadvantage of causing explosions.	0
3,4-Diiodophthalic anhydride is not expected to give any silver halide with the silver nitrate reagent. 4,5-Diiodophthalic	1
so that the experimenter will gain but little who disregards the variation from the law in endeavoring to get the absolute minimum of leakage	0
1500, and the value of the constant of proportionality is 0.000000000000000000000000000000000000000000	1
Because of the extreme dilution this should cause no appreciable error.	0
2. Preparation of Solutions and Procedure of the Measurements. The conductivity water was prepared as described by Derick and Kamm." The solutions were prepared on the basis of one equivalent to 100	1
so their feet are adapted for perching, their wings less strong for continued flight	0
they are not so easily caught.  13	1
We therefore effected an early start, a very fortunate occurrence; for in the afternoon a combination of four blow-outs and a worn-out pump delayed our arrival in Claremont until late in the evening.	0
1. It is evident that the plants are dependent upon the moisture brought to them by the winds. 2. The plants are dependent upon the moisture brought to them by the winds. 3. It is evident that the plants are dependent upon the moisture brought to them by the winds. 4. It is evident that the plants are dependent upon the moisture brought to them by the winds.	1
There should be, however, a definite understanding among the believers in nature-study as to just what they consider essential in the nature-study course and then see to it that it is enforced.	0
1. It is not expected that the teacher will be able to give the children a complete course in botany, zoology, or geology. 2. It is not expected that the teacher will be able to give the children a complete course in botany, zoology, or geology. 3. It is not expected that the teacher will be able to give the children a complete	1
in order to ensure the enforcement of the laws and regulations for the protection of the employed	0
158. The High Contracting Parties are convinced that the establishment of such a system of inspection is essential to the maintenance of the principles laid down in the preceding articles. 159. They are also convinced that the participation of women in the work of inspection is desirable, not only because	1
If, however, within the period mentioned, Hungary fails to discharge her obligations, any balance remaining unpaid may, within the discretion of the Commission, be postponed for settlement in subsequent years or may be handled otherwise in such manner as the Allied and Associated Governments acting in accordance with the procedure laid down in this Part of the present Treaty shall determine.	0
163. The Commission shall be entitled to revise its decision as to the proportion of the debt to be borne by Hungary, if it finds that the financial situation of Germany and her allies has materially changed. [missing sentence revising an implied expectation] ARTICLE 164. 165. The Commission shall be entitled to revise its decision as to the proportion of the debt to be borne by Hungary, if it finds that the financial situation of Germany and her allies has materially changed. [missing sentence revising an implied expectation] ARTICLE 164. 165. The Commission shall be entitled to revise its decision as to the proportion of the debt to be borne by	1
Consequently all military schools not required for this purpose shall be abolished.	0
1. The number of students admitted to attend the courses in military schools shall be strictly in proportion to the vacancies to be filled in the cadres of officers. 2. The students and the cad	1
if concurred in by the Representatives of those Members of the League represented on the Council and of a majority of the other Members of the League	0
provided that the Representatives of the parties to the dispute are not present at the time when the vote is taken. 15. The Council may in any case under this Article refer the dispute to the Assembly. The dispute shall be so referred at the request of either party to the dispute, provided that	1
Such institutions, therefore, are part of the order established by the Founder of the kingdom of heaven.	0
1. They are the means by which God works out His purposes in the world. 2. They are the instruments by which He accomplishes His ends. 3. They are the agencies through which He carries on His work. 4. They are the channels through which He pours out His	1
But these instructions to slaves do not stand alone.	0
1. It is not to be supposed that the apostle meant to say that the bond-servant was to obey his master because he was a man, and therefore to be respected. 2	1
Hence it is that justification comes to faith, since it is by trustful confidence that we accept the promise of God, and consciously make it our own.	0
16; Rom. 5: 1; 3: 27, 28). It is not by performance of some ceremonial, nor by perfect obedience to moral requirements, that we can hope to purchase redemption. It must be received by us as a free gift. Instrumentally	1
But, above all, the consciousness of the presence of the Lord with me will carry me through my work in the Assembly.	0
19th-Encouraged in prospect of the Assembly by reading in Gibbon (ch. 70) how the consciousness of power can elevate the manner of a man to the station, imparting a dignity even where it was unknown before; Rienzi, Cromwell, etc.	1
for in Luke v. 16 it is written that He was in the habit of thus withdrawing : αὐτὸς δὲ ἦν ὑποχωρῶν ἐν ταῖς ἐρήμοις, καὶ προσευχόμενος	0
1. because it is so easy to be carried away by the excitement of city life; 2. because it is so easy to be distracted by the cares of business; 3. because it is so easy to be diverted by the attractions of society. 1. because it is so easy	1
But once or twice a week I could spell some one down and get up head of the class.	0
153 I thought I would go home and see my mother and father and see if they were well.  1	1
but he was full of whiskey every time he did this	0
but I did not expect him to kill me.  145	1
The cause of this fracas was the colored boy had gone in swimming and the white boy hid his clothes while he was in there.	0
He had been whipped and beaten and kicked and cursed and called names and all sorts of other things.	1
But if the oil raises a riot, if it arouse trouble and resentment, let us give something pleasanter.	0
1. It is not necessary to give it in large quantities, nor to give it every day. 2. It is not necessary to give it in large quantities, nor to give it every day	1
for the reason that he is working for a living and not getting it	0
126 THE PHYSIOLOGICAL ELECTROTONUS. [missing clause acknowledging a countervailing fact] but it is certain that the physical electrotonic current is not always accompanied by a physiological electrotonus. 127. The electrotonic current is not confined to the nerves. It has been observed in the blood-vessels, and in the muscles. In the former case it is probably due to the escape of the polarizing current through the walls of the vessels	1
The effect and the result increased his confidence in alcoholic stimulation.	0
1. It is not surprising that he should have been cured. 2. It is not surprising that he should have been cured. 3. It is not surprising that he should have been cured	1
but it has to be made so extremely long in order to obtain sufficient capacity that it is not a practical antenna for long wave or long distance work	0
but it is not so good as a horizontal wire when the latter is used in conjunction with a vertical one.  16	1
but it has to be made so extremely long in order to obtain sufficient capacity that it is not a practical antenna for long wave or long distance work	0
but it is not so good as a horizontal wire when the latter is used in conjunction with a vertical one.  16	1
In the storage battery, however, the necessary chemical conditions of the plates is restored by the action of a current of electricity from some outer source, usually from a dynamo.	0
